epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.08709016442298889,0.6060930490493774,0.0010000000474974513,4.693930149078369,0.11061947047710419,0.025614753365516663,0.24590164422988892,0.817412257194519,3.043346643447876,0.0,0.011,0.2079918086528778,0.7607718706130981,0.0010000000474974513,3.4687349796295166,0.2755417823791504,0.09118852764368057,0.2909836173057556,0.8884408473968506,2.653209686279297,0.5,0.012295082211494446
2,0.25204917788505554,0.8097234964370728,0.0010000000474974513,2.981692314147949,0.33776596188545227,0.13012294471263885,0.33196720480918884,0.9234259128570557,2.3410611152648926,0.4736842215061188,0.03688524663448334
3,0.30737704038619995,0.8580938577651978,0.0010000000474974513,2.6158013343811035,0.42298850417137146,0.18852458894252777,0.3401639461517334,0.9292671084403992,2.2164740562438965,0.4680851101875305,0.09016393125057224,04,0.3514344394207001,0.8765934705734253,0.0010000000474974513,2.469172716140747,0.4482758641242981,0.21311475336551666,0.35655736923217773,0.9329032301902771,2.1269004344940186,0.43661972880363464,0.127049177885055545,05,0.40778687596321106,0.8967006802558899,0.0010000000474974513,2.1716294288635254,0.5130111575126648,0.28278687596321106,0.3811475336551666,0.939940333366394,2.0273656845092773,0.4356435537338257,0.18032786250114446,0.41905736923217773,0.9129305481910706,0.0010000000474974513,2.078157901763916,0.5480943918228149,0.3094262182712555,0.39754098653793335,0.9386141300201416,2.0628104209899902,0.42748090624809265,0.2295081913471222
7,0.43954917788505554,0.9226476550102234,0.0010000000474974513,1.9612613916397095,0.541436493396759,0.3012295067310333,0.4139344394207001,0.9415315985679626,2.027517795562744,0.43065693974494934,0.24180327355861664
8,08,0.4508196711540222,0.9226435422897339,0.0010000000474974513,2.0332298278808594,0.5759259462356567,0.3186475336551666,0.40163934230804443,0.9397963881492615,1.991389274597168,0.4545454680919647,0.2663934528827667
9,0.4928278625011444,0.9397809505462646,0.0010000000474974513,1.785627007484436,0.6003521084785461,0.34938523173332214,0.40163934230804443,0.939075231552124,2.0421416759490967,0.449664443731308,0.2745901644229889
10,0.47028687596321106,0.9364622235298157,0.0010000000474974513,1.8425521850585938,0.6010544896125793,0.3504098355770111,0.40163934230804443,0.9494820833206177,1.9508928060531616,0.45512819290161133,0.29098361730575561111,0.5020492076873779,0.9397017955780029,0.0010000000474974513,1.7967076301574707,0.6193656325340271,0.38012295961380005,0.39754098653793335,0.9462756514549255,1.9606318473815918,0.4516128897666931,0.28688523173332212,0.12,0.4928278625011444,0.9441983699798584,0.0010000000474974513,1.7089871168136597,0.6167762875556946,0.38422131538391113,0.4098360538482666,0.9481250047683716,1.928312063217163,0.46405228972435,0.29098361730575561313,0.5368852615356445,0.9473915100097656,0.0010000000474974513,1.5214027166366577,0.6579378247261047,0.41188523173332214,0.41803279519081116,0.9514322876930237,1.89381742477417,0.47590360045433044,0.3237704932689667114,0.5348360538482666,0.9492608904838562,0.0010000000474974513,1.6060303449630737,0.6480891704559326,0.4170081913471222,0.42213115096092224,0.9526041746139526,1.8723583221435547,0.4899328947067261,0.29918032884597715,015,0.5768442749977112,0.9526380896568298,0.0010000000474974513,1.5677262544631958,0.6832797527313232,0.43545082211494446,0.41803279519081116,0.9520992040634155,1.9052202701568604,0.4628571569919586,0.33196720480916,0.55516,0.5368852615356445,0.9588290452957153,0.0010000000474974513,1.4877525568008423,0.6538461446762085,0.40061476826667786,0.42213115096092224,0.9533165097236633,1.8941212892532349,0.4484848380088806,0.30327868461617,0.54717,0.5420082211494446,0.9601283073425293,0.0010000000474974513,1.5182636976242065,0.6586538553237915,0.4211065471172333,0.4098360538482666,0.9478376507759094,1.9296846389770508,0.4430379867553711,0.28688523173318,0.56518,0.5532786846160889,0.9592321515083313,0.0010000000474974513,1.4438464641571045,0.6777251362800598,0.43954917788505554,0.4139344394207001,0.9488363265991211,1.953148603439331,0.4585987329483032,0.29508197307519,0.5819,0.5655737519264221,0.9615717530250549,0.0010000000474974513,1.4810093641281128,0.6848000288009644,0.43852460384368896,0.40163934230804443,0.9520230889320374,1.8634949922561646,0.4451219439506531,0.29918032884520,0.5758196711540222,0.9617672562599182,0.0010000000474974513,1.4118462800979614,0.6962025165557861,0.4508196711540222,0.4344262182712555,0.9510632157325745,1.843698501586914,0.4795321524143219,0.3360655605792999
21,0.563524603843689,0.9636569023132324,0.0010000000474974513,1.4874756336212158,0.6846038699150085,0.4692623019218445,0.44262295961380005,0.9555146098136902,1.777989387512207,0.4767441749572754,0.3360655605792999
22,0.568647563457489,0.9653471112251282,0.0010000000474974513,1.3974864482879639,0.6766561269760132,0.43954917788505554,0.4344262182712555,0.9534636735916138,1.8242599964141846,0.4651162922382355,0.32786884903907776
23,0.5819672346115112,0.9600996971130371,0.0010000000474974513,1.4070963859558105,0.6939721703529358,0.46004098653793335,0.43852460384368896,0.9580771327018738,1.8050059080123901,0.48603352904319763,0.35655736923217773
