epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
24,0.5676229596138,0.9640436768531799,0.0010000000474974513,1.5020360946655273,0.6541470885276794,0.42827868461608887,0.43852460384368896,0.9543429613113403,1.8193532228469849,0.4858756959438324,0.35245901346206665
25,0.5717213153839111,0.9638409614562988,0.0010000000474974513,1.4021580219268799,0.7051281929016113,0.4508196711540222,0.4344262182712555,0.9538574814796448,1.8177363872528076,0.48170730471611023,0.3237704932689667
26,0.5911885499954224,0.9649941921234131,0.0010000000474974513,1.3696680068969727,0.69486403465271,0.4713114798069,0.43852460384368896,0.9520246386528015,1.8103314638137817,0.47826087474823,0.3155737817287445
27,0.5983606576919556,0.9670711159706116,0.0005000000237487257,1.3654910326004028,0.7020958065986633,0.48053279519081116,0.4303278625011444,0.9511582255363464,1.8161091804504395,0.4601227045059204,0.30737704038619995
28,0.6045082211494446,0.9689815044403076,0.0005000000237487257,1.4630869626998901,0.6939970850944519,0.4856557250022888,0.44262295961380005,0.9544444680213928,1.7750228643417358,0.4702380895614624,0.3237704932689667
29,0.625,0.9704328179359436,0.0005000000237487257,1.2105095386505127,0.7376811504364014,0.5215163826942444,0.4549180269241333,0.9539825916290283,1.757458209991455,0.4810126721858978,0.31147539615631104
30,0.6331967115402222,0.9715189337730408,0.0005000000237487257,1.2626031637191772,0.7549770474433899,0.5051229596138,0.44672131538391113,0.9600911140441895,1.721337080001831,0.5,0.3401639461517334
31,0.5993852615356445,0.9706878662109375,0.0005000000237487257,1.3372050523757935,0.7370078563690186,0.4795081913471222,0.44262295961380005,0.9561070203781128,1.732222080230713,0.5030674934387207,0.3360655605792999
32,0.6424180269241333,0.9714993834495544,0.0005000000237487257,1.2243609428405762,0.7410714030265808,0.5102459192276001,0.44672131538391113,0.9592605829238892,1.6968647241592407,0.5,0.31147539615631104
33,0.6168032884597778,0.9735173583030701,0.0005000000237487257,1.273160696029663,0.7216339111328125,0.4887295067310333,0.4303278625011444,0.9573004841804504,1.742793083190918,0.4932432472705841,0.2991803288459778
34,0.6383196711540222,0.9766936898231506,0.0005000000237487257,1.1883381605148315,0.7565084099769592,0.506147563457489,0.43852460384368896,0.9588034749031067,1.70820951461792,0.5031847357749939,0.3237704932689667
35,0.6639344096183777,0.974093496799469,0.0005000000237487257,1.257570505142212,0.7525622248649597,0.5266393423080444,0.44672131538391113,0.9588534832000732,1.705145001411438,0.5031446814537048,0.32786884903907776
36,0.6485655903816223,0.9744486808776855,0.0005000000237487257,1.2228566408157349,0.742732584476471,0.5235655903816223,0.44262295961380005,0.9602103233337402,1.7130402326583862,0.4901960790157318,0.30737704038619995
37,0.6342213153839111,0.9721527099609375,0.0005000000237487257,1.172891616821289,0.7492163181304932,0.4897541105747223,0.4303278625011444,0.9593214988708496,1.7226226329803467,0.5064102411270142,0.3237704932689667
38,0.6157786846160889,0.9722282886505127,0.0002500000118743628,1.2313692569732666,0.7283950448036194,0.4836065471172333,0.41803279519081116,0.9594753384590149,1.7186306715011597,0.5066666603088379,0.31147539615631104
39,0.6598360538482666,0.9752002358436584,0.0002500000118743628,1.1414501667022705,0.7814465165138245,0.5092213153839111,0.4303278625011444,0.9592584371566772,1.717821478843689,0.5,0.3155737817287445
40,0.6454917788505554,0.9774503707885742,0.0002500000118743628,1.1539947986602783,0.7695783376693726,0.5235655903816223,0.4344262182712555,0.9595450162887573,1.7149548530578613,0.5034482479095459,0.2991803288459778
41,0.6321721076965332,0.9748284816741943,0.0002500000118743628,1.2026454210281372,0.7671451568603516,0.4928278625011444,0.42213115096092224,0.958564043045044,1.7367545366287231,0.49668875336647034,0.30737704038619995
42,0.6547130942344666,0.977729320526123,0.0002500000118743628,1.141822338104248,0.7791798114776611,0.506147563457489,0.4262295067310333,0.9578837156295776,1.7186803817749023,0.4934210479259491,0.30737704038619995
85437,0.4969325065612793,0.33196720480918884
43,0.6198770403862,0.9719417691230774,0.0005000000237487257,1.1996850967407227,0.7322485446929932,0.5071721076965332,0.43852460384368896,0.9596329927444458,1.7196305990219116,0.48124998807907104,0.3155737817287445
44,0.6495901346206665,0.9755445122718811,0.0005000000237487257,1.1765097379684448,0.7664121985435486,0.5143442749977112,0.43852460384368896,0.9578567147254944,1.7134438753128052,0.48447203636169434,0.3196721374988556
45,0.6557376980781555,0.9779207110404968,0.0005000000237487257,1.1679116487503052,0.7814871072769165,0.5276639461517334,0.41803279519081116,0.9522116184234619,1.760296106338501,0.4771241843700409,0.2991803288459778
46,0.6454917788505554,0.9776729345321655,0.0005000000237487257,1.110861897468567,0.7847328186035156,0.5266393423080444,0.4303278625011444,0.9536203742027283,1.7702733278274536,0.47999998927116394,0.2950819730758667
47,0.6362704634666443,0.9763630628585815,0.0005000000237487257,1.154728889465332,0.7472867965698242,0.4938524663448334,0.41803279519081116,0.9493381977081299,1.7669216394424438,0.4654088020324707,0.30327868461608887
48,0.6547130942344666,0.9786440134048462,0.0002500000118743628,1.134006381034851,0.7789473533630371,0.5307376980781555,0.4139344394207001,0.9526553153991699,1.765875220298767,0.46625766158103943,0.31147539615631104
49,0.6557376980781555,0.97798752784729,0.0002500000118743628,1.1868681907653809,0.7560241222381592,0.5143442749977112,0.4262295067310333,0.9519712924957275,1.737385869026184,0.473053902387619,0.3237704932689667
